LATITUDE,LONGITUDE,PLACA_VEICULO
-23.53637258,-46.56565058,ETC5601
-23.49278657,-46.71589191,KRG1316
-23.69512284,-46.67486453,CRJ1991
-23.67302815,-46.68876113,FRR1785
-23.4835698,-46.5725938,FAD5385
-23.54185615,-46.69380774,NBI6992
-23.53949298,-46.69072134,EIG8062
-23.6244944,-46.4714133,AUR5790
-23.59473509,-46.54811681,FTV9398
-23.48959708,-46.72717133,EZI8258
-23.70341868,-46.68813904,KOL5117
-23.54200774,-46.61907957,DXT6745
-23.53552028,-46.63776394,CWX5212
-23.65749134,-46.69454731,EBZ0944
-23.7396179,-46.6967039,GBB3728
-23.50547917,-46.71452251,FUE5703
-23.5695605,-46.50559312,OKL0471
-23.55338111,-46.50700379,PPY1842
-23.54368092,-46.41595663,EMD1116
-23.60535073,-46.47813714,FPB7802
-23.5729571,-46.53007057,EJC7559
-23.56321699,-46.56239036,GES9497
-23.52905754,-46.68654313,EBT9062
-23.54598006,-46.55035081,KMF1535
-23.65961396,-46.65732598,FAL7281
-23.6573414,-46.6491236,EUE2974
-23.59078985,-46.5150966,CSS8168
-23.65055754,-46.74784397,FQT6400
-23.55550945,-46.4636538,AYI4056
-23.6342768,-46.6464891,DSX2363
-23.63919855,-46.77096677,ENS8621
-23.59031646,-46.57216835,PWW7694
-23.5400501,-46.5615407,FZL3439
-23.52816432,-46.73994146,QPR7290
-23.48450972,-46.60973279,PKC5391
-23.52672701,-46.49592776,GFW2344
-23.54153393,-46.67291212,FYY9345
-23.5003441,-46.61732048,QQU0248
-23.4872456,-46.739981,FRO4565
-23.54204139,-46.49105248,QOR4255
-23.6025818,-46.606017,CUH0244
-23.4898725,-46.61217251,DRN2863
-23.4886757,-46.718512,DRC4303
-23.49435684,-46.3755142,GEY4357
-23.53579807,-46.59509372,FEW5318
-23.67524308,-46.69852187,FSH7496
-23.5217758,-46.6241516,FTV0657
-23.5955261,-46.44106673,EUT7754
-23.66512358,-46.77092856,BOX6759
-23.5502334,-46.6076034,EVS7751
-23.61007391,-46.64073611,FMS2754
-23.454728,-46.740235,COC0695
-23.46740568,-46.68998157,FQG0942
-23.61535422,-46.47940119,PVX5798
-23.50674405,-46.68401084,COO2895
-23.50688049,-46.68451559,FIS6443
-23.58010909,-46.51038343,FDH3754
-23.48526203,-46.75129948,BYX5928
-23.61238524,-46.49598249,CRE4878
-23.5184845,-46.52620446,PVP1745
-23.60453456,-46.60579592,FHV6262
-23.52818991,-46.54873311,EYX8637
-23.46210168,-46.59420062,PZS4894
-23.60727735,-46.52228936,CPC5466
-23.59150983,-46.48922564,DQY3363
-23.50495505,-46.58984654,EUJ0519
-23.51525789,-46.43712294,HJJ5219
-23.57574361,-46.49239963,CAF7476
-23.52047156,-46.52722449,QQP9272
-23.5425249,-46.4973324,FUW9794
-23.48744168,-46.60250521,BMA2732
-23.55123611,-46.48612306,BYI2760
-23.72324333,-46.68448457,CBQ3364
-23.58793969,-46.58637405,FHJ7455
-23.49988782,-46.62118762,MUO9643
-23.43518272,-46.79064795,DWN6414
-23.5616246,-46.57387906,OQH1532
-23.55979845,-46.56710237,FRM2572
-23.56766921,-46.6227409,FEY8854
-23.55222898,-46.74841749,HLZ0263
-23.583117,-46.613754,EZJ9788
-23.58101523,-46.49817349,QOF4560
-23.57317194,-46.6144796,EHH3839
-23.54086544,-46.44501338,EZD8108
-23.60584341,-46.48463275,QUH9959
-23.66002,-46.76504624,JLX1491
-23.43738828,-46.80312722,FZG7816
-23.4827915,-46.5978403,FHP1G05
-23.6455479,-46.6980224,PXN9608
-23.56967925,-46.56328291,GFF1705
-23.6012294,-46.6127563,FTN9715
-23.59499776,-46.49917904,ELN3619
-23.5635124,-46.5602016,FZL9784
-23.52633309,-46.44867112,CCU7646
-23.4598565,-46.69844742,QPC4605
-23.54682238,-46.45401217,DUE8839
-23.52374426,-46.44731373,EZM0115
-23.45439367,-46.74149406,FRL6651
-23.6178172,-46.6364282,ELF6426
-23.47140243,-46.66438516,EDU9030
-23.49641825,-46.40134738,EUQ6857
-23.53362751,-46.40779199,EZO1567
-23.54783597,-46.39421707,AEV4302
-23.56281646,-46.4785449,BPC8483
-23.72960691,-46.68802598,CNV0543
-23.54027873,-46.43679563,EDL8947
-23.5814669,-46.62785329,FVE1608
-23.58227528,-46.40529121,DMU1556
-23.5216812,-46.5416478,FQI4482
-23.53860425,-46.45359629,LWQ0385
-23.58093564,-46.55384639,JSG8142
-23.60144058,-46.5055928,HJN9689
-23.58740399,-46.51423122,CFY9358
-23.5876187,-46.6203612,BSY4097
-23.506234,-46.481785,MWC5135
-23.487778,-46.626115,KRT5071
-23.55468615,-46.68866891,FUX5915
-23.4949834,-46.6127991,ETC5674
-23.54394342,-46.41289597,COX3843
-23.59854234,-46.6199303,FVW4496
-23.6053914,-46.6497298,FOB7285
-23.4579747,-46.6815899,IUN0010
-23.49660883,-46.64376053,FXH1877
-23.53015448,-46.60907852,FZN1341
-23.52817599,-46.69139756,FPP6052
-23.53764902,-46.71575091,FKZ0940
-23.50369364,-46.4515861,GAM8688
-23.49146169,-46.76005034,FLZ7544
-23.561938,-46.650531,ARU6473
-23.52187659,-46.51711731,DKA4961
-23.5434526,-46.6843774,FYN7748
-23.59761127,-46.75837687,ENJ2804
-23.53196946,-46.72384757,AZT8974
-23.54338775,-46.57385745,FKH7629
-23.47133078,-46.59794068,PZL4428
-23.50671692,-46.39588335,EYW7727
-23.68628186,-46.64001417,BPA1082
-23.66831832,-46.74693696,BUO1039
-23.49295861,-46.59225825,FPL5812
-23.82159193,-46.7429701,BRF4763
-23.58970798,-46.76710057,LBW1942
-23.43837186,-46.56627423,CMH9222
-23.56031986,-46.51822867,QNB1626
-23.60930757,-46.61283525,DPC2910
-23.5879205,-46.44637691,CES1206
-23.5967492,-46.7187307,FYA8406
-23.669301,-46.74414755,CGR4255
-23.53259885,-46.49468495,QPH5190
-23.59667972,-46.39565514,DDI2218
-23.58695223,-46.72048656,FQA0055
-23.49871485,-46.45343444,LRW5449
-23.53849191,-46.46892661,ERI8245
-23.53605074,-46.67006515,EMQ7362
-23.47384605,-46.69052782,PWJ2106
-23.61484442,-46.4177058,MWE7179
-23.44911953,-46.74815747,ARN0220
-23.5930066,-46.39911191,AVZ9189
-23.58551606,-46.56797263,GJJ6253
-23.56402175,-46.56097747,EZQ5886
-23.57291158,-46.4811253,KRX6350
-23.60441224,-46.46264921,EQF8066
-23.56771339,-46.75604428,FTT5379
-23.5437984,-46.48338759,DZE8950
-23.57193676,-46.54113459,EYX6134
-23.76347954,-46.70296548,BUQ3379
-23.5757294,-46.60518051,FWM5117
-23.59518317,-46.62885652,ARO5032
-23.52897728,-46.44665627,BAM8686
-23.5930905,-46.6494805,FTZ6823
-23.59328512,-46.49267994,FAJ6234
-23.55522504,-46.57137472,DFO2498
-23.59502712,-46.42891138,BJF4148
-23.47683704,-46.63743745,CTI2825
-23.53186413,-46.47705603,EQI4596
-23.79458753,-46.73035548,AQW2693
-23.49379923,-46.64356904,DRR7332
-23.51232072,-46.43853602,DNS2194
-23.6027269,-46.4815598,EQH5714
-23.44975037,-46.58473114,DQA2715
-23.58800382,-46.72274441,LQN3609
-23.50213934,-46.62983446,EIM7G51
-23.43925203,-46.58720621,DAR7257
-23.54023432,-46.43164657,PZW6571
-23.53327338,-46.54636237,FDN0684
-23.45217095,-46.59426344,DOT6661
-23.57324455,-46.53151411,EJM1345
-23.58643584,-46.56102405,PXY8587
-23.45136708,-46.75084836,CES1259
-23.61647926,-46.49585921,GNK5080
-23.59944895,-46.53867251,EZJ9675
-23.53015192,-46.73948318,GIZ9476
-23.60283751,-46.63319295,FJL4926
-23.59906119,-46.6338988,QMU7719
-23.58324317,-46.64419995,DSL8901
-23.4950004,-46.6106227,NRW2679
-23.71576384,-46.78071757,PWG5145
-23.59329229,-46.73053505,CYH1725
-23.57740668,-46.62005833,EUL3278
-23.49147793,-46.61669271,EQJ7818
-23.5413419,-46.57291653,PYT8948
-23.58313627,-46.58044191,FQX7776
-23.49686248,-46.39371024,JNB6418
-23.6263905,-46.6949105,CFM4959
-23.6132184,-46.4751951,DBK8414
-23.49437466,-46.61539721,DZC8275
-23.546958,-46.5909225,ENF0842
-23.52764362,-46.45571267,GTI5881
-23.5023736,-46.6196912,ELJ3591
-23.54336627,-46.59463065,CRG2978
-23.67829649,-46.66896238,BCK8968
-23.53336613,-46.50141028,FLI7495
-23.56419037,-46.64911627,DUA9418
-23.54843192,-46.45476454,fev/23
-23.53026204,-46.45270196,EWS8588
-23.65262292,-46.71804629,DBQ0854
-23.53014684,-46.50221534,FNS2154
-23.57404958,-46.56054291,FQI3331
-23.48797152,-46.41106054,CBQ9628
-23.44181099,-46.79502601,ESP5635
-23.61858645,-46.4912766,FAO6160
-23.44974687,-46.58456751,EJZ6034
-23.58030578,-46.50844211,FHA3409
-23.60130903,-46.68781622,JMJ1688
-23.72233798,-46.69156942,BRO8074
-23.6235124,-46.6292659,EFU5G17
-23.62078536,-46.6204355,PZM8786
-23.5768194,-46.65073991,DLG9515
-23.5852504,-46.5793856,ENN5336
-23.54062376,-46.39394134,CAP2504
-23.48220974,-46.72433604,DFM7125
-23.5131558,-46.4534571,EIW8595
-23.5531387,-46.7123703,FXR6198
-23.53518729,-46.69458914,FVA2663
-23.4956605,-46.5871429,EVV4290
-23.5112771,-46.43792815,EGQ2080
-23.45261254,-46.60156345,DTJ3946
-23.60041887,-46.61347208,DVN0098
-23.56420944,-46.55166143,PZG2491
-23.52839296,-46.50943279,EML1614
-23.4704362,-46.74459056,GBK3543
-23.5429669,-46.48594309,PVP0307
-23.55347975,-46.67686799,FRA9173
-23.57884064,-46.57985629,DDW5178
-23.54938247,-46.68809052,GEG5960
-23.53581887,-46.56173005,GLX7792
-23.67038923,-46.66139223,FMD8744
-23.44558358,-46.70902205,CHM3554
-23.53135314,-46.5402322,FBP3193
-23.62005206,-46.48605814,EDI5874
-23.55472132,-46.4755975,EXO0654
-23.6000635,-46.6040052,FNL2906
-23.46803172,-46.5880424,CEX1083
-23.52356228,-46.55802529,BYN7048
-23.60831774,-46.47743156,FNI7489
-23.49891834,-46.45173161,FOX2241
-23.49533319,-46.61176011,FSO2930
-23.6019152,-46.52688367,FLI1672
-23.63245462,-46.70414449,DDN3528
-23.52959668,-46.54243994,HFP0759
-23.64859875,-46.60080931,HHU5542
-23.5314346,-46.530017,FNE5469
-23.5334762,-46.5448108,DEN4630
-23.5940191,-46.561409,DSS1722
-23.47531321,-46.58961735,DNA0739
-23.5728769,-46.625997,FEJ6958
-23.6528272,-46.598288,CMJ0225
-23.47786672,-46.57566342,FRU6349
-23.52793494,-46.45613756,DZB2021
-23.61140159,-46.61111662,BFN5694
-23.53824762,-46.55761053,PGQ8051
-23.55805947,-46.61497399,HDI5322
-23.5582729,-46.557935,GDS5998
-23.60707456,-46.47978677,FVI1455
-23.53105102,-46.48297659,DHH6173
-23.5565514,-46.592126,PUU1178
-23.49241868,-46.39570188,CLR7938
-23.64121831,-46.59469435,EEW8I76
-23.64314354,-46.58406419,FOH0807
-23.48002616,-46.57214239,IUF7023
-23.49004472,-46.61741824,EVY3038
-23.68793858,-46.74209408,AXO6835
-23.5784246,-46.61330542,FSH1494
-23.60127595,-46.61058336,FRI5430
-23.50011407,-46.72290824,FPD9675
-23.506806,-46.37080486,CSJ2973
-23.4935487,-46.4972211,CQD1182
-23.4883986,-46.7268156,EUA2669
-23.540921,-46.4471895,PYK7784
-23.53166038,-46.62580159,EWV5066
-23.50731245,-46.46969101,GEC2511
-23.54204139,-46.49105248,CKE0594
-23.57945221,-46.57821514,IAT3914
-23.53603,-46.4755511,EFC4692
-23.5993696,-46.5789113,FPB4121
-23.59171084,-46.64200591,CRM2842
-23.59833186,-46.48300105,EMI1533
-23.58335083,-46.53883328,GGV3001
-23.47325577,-46.74207109,DXG2415
-23.57939991,-46.48200526,AAA2937
-23.6100627,-46.5079613,GYS0165
-23.48540724,-46.72579942,EJH3106
-23.50576432,-46.72486753,EKK9072
-23.4764674,-46.72278859,BYO1634
-23.61393105,-46.59361109,QMV7252
-23.58542794,-46.39835363,DDS1465
-23.46812079,-46.60766304,QUJ0587
-23.59740479,-46.67729901,FUA5237
-23.5363448,-46.6033862,CJI4156
-23.57032427,-46.56999465,CJC3631
-23.74514845,-46.68446578,EQU8012
-23.55470026,-46.56420182,FPE9796
-23.55234836,-46.51812964,CNW8864
-23.49257289,-46.42069093,CDD8420
-23.48047,-46.64247914,FNP6970
-23.54398421,-46.58367557,HMQ7229
-23.5643833,-46.56074117,EJF9493
-23.4995861,-46.7348921,EUG5642
-23.5530897,-46.48266839,BPT4333
-23.48330172,-46.6736654,BNN2903
-23.54000989,-46.5680903,FZP7217
-23.55609695,-46.46063984,BMH9833
-23.55313878,-46.56386155,FMT5576
-23.54944411,-46.56611419,ESD5644
-23.5489778,-46.7170774,EQT4048
-23.54159844,-46.70009105,FUW9842
-23.49407534,-46.42016411,CAW7655
-23.58238031,-46.57872735,PZK7847
-23.52534849,-46.59375899,EBU7486
-23.47722239,-46.41690332,CIG4960
-23.54142527,-46.4027545,BGR0492
-23.5786613,-46.6022855,CRL0361
-23.53856232,-46.52538336,ODG4474
-23.510002,-46.3816577,CJA3982
-23.5976639,-46.6311609,DOG3144
-23.5925868,-46.5453636,DKQ4513
-23.59441557,-46.57767541,ALF6J29
-23.56333156,-46.56527131,DUU7183
-23.57760754,-46.53962811,QUP1792
-23.59132836,-46.65231279,EJG3133
-23.61770956,-46.63663307,DOL8286
-23.5995305,-46.5773854,PZN1570
-23.55392061,-46.52360641,FSU6936
-23.6067307,-46.4812541,EPG7743
-23.57694529,-46.59104174,FUZ5967
-23.5246758,-46.581217,FMG1416
-23.43654357,-46.72543888,BNX1389
-23.597162,-46.6442347,FAW6056
-23.72824167,-46.68108924,CQM1008
-23.55063017,-46.5293506,FLU6331
-23.5705363,-46.4694411,BYO8915
-23.5987962,-46.5789178,fev/46
-23.56806337,-46.638293,PSZ1619
-23.54802917,-46.54415465,GHR9089
-23.4538772,-46.59270585,HMC5930
-23.4580441,-46.5870073,FSL0564
-23.46154286,-46.60005565,FKB8515
-23.47311761,-46.72689773,BOF1927
-23.72476831,-46.71788495,FRY3719
-23.52937453,-46.50344462,EYB3013
-23.5937773,-46.5280279,EUN2109
-23.52654949,-46.45674791,KDM4786
-23.49833632,-46.67798113,QXB5926
-23.52842486,-46.56124071,EEL0969
-23.5160103,-46.47064829,FCV6899
-23.48274468,-46.76361697,EGA1891
-23.49984794,-46.72268974,DXP9409
-23.49816664,-46.46933567,DCV8072
-23.58136757,-46.51271592,QQC9612
-23.6581036,-46.73645647,PUL9079
-23.5995839,-46.6300609,AWK7155
-23.54159412,-46.67562416,GJB1513
-23.50434203,-46.57553191,BNH3680
-23.581127,-46.6369513,EWL1661
-23.5173187,-46.42528792,QWX3785
-23.74093453,-46.69148817,QQP4793
-23.49635711,-46.71883343,FFO0891
-23.6901378,-46.71354144,GFY5434
-23.4855723,-46.57256556,BZM8067
-23.5859536,-46.53662337,GBK9235
-23.6051065,-46.52833107,CSW0220
-23.54570508,-46.4478935,PZI3260
-23.61327427,-46.68016772,FQF7704
-23.6136204,-46.47701789,FOU4234
-23.57773284,-46.51596641,OQJ1295
-23.59134526,-46.57502042,DBS0507
-23.56238107,-46.52214682,HGR8741
-23.57685274,-46.56257005,BMK9321
-23.50095037,-46.45717359,FNK4289
-23.6126101,-46.4956729,ABS6262
-23.76919085,-46.69806354,HZU0077
-23.4928181,-46.44572728,OLZ3111
-23.50506053,-46.61322394,DHO7990
-23.5335176,-46.5425815,ELH6271
-23.73998116,-46.69534062,CRQ7489
-23.5265728,-46.6932784,EZT6960
-23.519666,-46.442581,QQA5114
-23.56917759,-46.4773822,GAD4442
-23.5385732,-46.4089706,BNJ7795
-23.5807809,-46.6362658,FZY5488
-23.5068445,-46.5311096,EWL9288
-23.47913926,-46.6553764,FKQ8608
-23.59653446,-46.6273998,EZS5513
-23.5698465,-46.55854721,APA1562
-23.64028554,-46.58943946,BUF3510
-23.53407756,-46.6900605,FDG0225
-23.55321096,-46.61428639,FLI6178
-23.6956626,-46.7791656,ETR3572
-23.480988,-46.5822584,FHQ8698
-23.60427061,-46.64393219,KZG7321
-23.57080314,-46.56649314,FUH4986
-23.47381315,-46.69565027,BAA0905
-23.574908,-46.622269,GKA5095
-23.7407855,-46.68118499,CHY6462
-23.61616294,-46.46130875,BUE6989
-23.52930018,-46.61811244,FIR0791
-23.54804963,-46.62167084,DQD6604
-23.44576443,-46.58964389,FGJ3475
-23.48602792,-46.73937449,EXJ9226
-23.69120594,-46.64854285,CSP0331
-23.59309869,-46.60777451,FYR6691
-23.74796495,-46.67692432,CFR7603
-23.58537977,-46.38654232,CTU8116
-23.58496963,-46.57570457,FMR1257
-23.53096029,-46.49377005,PYR3340
-23.52188058,-46.66522171,GEF9D68
-23.52130856,-46.5161844,CUB8492
-23.605812,-46.6394329,EBS1868
-23.54092591,-46.48734825,QXJ8594
-23.55381214,-46.4550249,FWP2273
-23.487336,-46.7521081,DGA4354
-23.55687174,-46.58639692,BRG6405
-23.64992973,-46.76121441,BOU0761
-23.47661666,-46.57301079,OJI9550
-23.50571057,-46.46795662,FDI2582
-23.59486159,-46.53550577,GCQ0547
-23.4763614,-46.61161422,EMV9034
-23.58009413,-46.63708285,FWU5242
-23.5764781,-46.74241736,CMA2025
-23.55176203,-46.74815992,EKD8947
-23.55471408,-46.48435945,CSC1375
-23.5337289,-46.6904666,FSI5907
-23.59034375,-46.503624,EAL0204
-23.60257447,-46.60586656,QXN5305
-23.4602111,-46.71406747,CCF6027
-23.5257602,-46.7116684,EGT4955
-23.53528828,-46.45987157,KWV5000
-23.599328,-46.644347,EVG2113
-23.45150069,-46.78946693,FMP7756
-23.72496949,-46.68703904,CDY0200
-23.6679706,-46.664221,HEE3764
-23.51072465,-46.43045602,CVC0198
-23.50092424,-46.62904857,FYS1277
-23.5457642,-46.75485681,EWO6676
-23.5362224,-46.5819258,FIW4258
-23.7119613,-46.6977236,EBC0485
-23.52901579,-46.48541203,FNC2456
-23.54171891,-46.57962552,QQQ0746
-23.48758272,-46.60850446,FWP1846
-23.55242928,-46.64063592,DKE2181
-23.58235301,-46.71702246,OPR1136
-23.558908,-46.662821,FBI5275
-23.541496,-46.652046,DWN2480
-23.48637801,-46.60475527,ELE5131
-23.6095526,-46.46884522,FNS0484
-23.53356906,-46.4620601,EPI6551
-23.72932009,-46.69772079,CSB8651
-23.45860297,-46.59018713,GEG3154
-23.55469392,-46.6083669,FZU5216
-23.52923049,-46.50151468,EZB2248
-23.63131017,-46.61649443,FIA2812
-23.63300673,-46.72867313,FMI4647
-23.60907986,-46.48355398,PVI5347
-23.57732986,-46.58865262,EYB1211
-23.53137311,-46.53257888,PWK2137
-23.5015644,-46.6265773,ERI1838
-23.5590639,-46.6371678,CHE9226
-23.4900555,-46.37437658,DVK6932
-23.5196331,-46.7122192,FNW5993
-23.59042542,-46.58447459,CRG1852
-23.5627529,-46.4032814,GCA1458
-23.60315636,-46.61961271,GIF2E13
-23.53259937,-46.56540632,FDI0604
-23.45681217,-46.73973017,FQJ7133
-23.74409696,-46.69538554,DPX2390
-23.48947378,-46.59869573,EOE9548
-23.5330803,-46.6882708,FOL0784
-23.60018742,-46.51399236,DQV2241
-23.4967253,-46.7066334,FTN6281
-23.65125087,-46.61109227,EFB3266
-23.57379668,-46.55448652,KHQ1824
-23.578679,-46.6335255,EUJ0946
-23.54409392,-46.41606636,DIA1926
-23.53076338,-46.6249681,EBS6457
-23.5883196,-46.7388299,GBG3673
-23.6047229,-46.634685,GEN7892
-23.57543413,-46.50460539,GFP5685
-23.62605261,-46.76388774,ELQ5662
-23.5750509,-46.6239809,PYP9060
-23.46400366,-46.75344232,FUA6370
-23.48601975,-46.69333047,FER0438
-23.47128604,-46.70456347,FLK3011
-23.60661115,-46.61720582,FZM3736
-23.53140464,-46.73928629,EBK2523
-23.54729451,-46.69166589,EZN4058
-23.49361509,-46.7398888,FCI0462
-23.57592796,-46.63335037,GEE1814
-23.54205293,-46.67494676,QYA9058
-23.5707657,-46.6943399,FJC2800
-23.48285277,-46.59280923,QJX1212
-23.53742267,-46.56028206,BKU7J09
-23.5299114,-46.53149672,ESR7558
-23.53701782,-46.47440044,DRU5063
-23.53298898,-46.54185204,GJF1284
-23.55157063,-46.45142723,OWQ1261
-23.57359397,-46.54675013,ENE3872
-23.59576063,-46.55487406,GEC8847
-23.55119958,-46.52910174,FKL1498
-23.55389866,-46.64887046,ENS1928
-23.49686248,-46.39371024,CXU5548
-23.4510134,-46.5878302,FGQ8254
-23.54484658,-46.54326213,FKM7927
-23.54530645,-46.67663414,FZD6204
-23.57990261,-46.63566811,CIV6706
-23.49248968,-46.7001653,BBA6097
-23.56260233,-46.62224456,ERZ4337
-23.4929133,-46.6083509,BAL3267
-23.62890601,-46.64894258,GCG3C79
-23.62148761,-46.50922642,FEW9658
-23.6066873,-46.6172261,EUD2297
-23.4549619,-46.7391689,CES4962
-23.59296231,-46.61308113,FSS7578
-23.5439456,-46.6890031,GIT0601
-23.5047624,-46.69368369,QQY7059
-23.61515439,-46.59949885,EUE9988
-23.54458826,-46.484505,OWT7021
-23.53848232,-46.57716313,QUP7307
-23.58296943,-46.5800646,GVU8051
-23.60345172,-46.48247267,DDT7645
-23.65065839,-46.76031283,QQO1944
-23.5282447,-46.6154154,FCB8H47
-23.53471241,-46.67763461,FAY8228
-23.59885058,-46.43563944,FKC6138
-23.5956637,-46.5230076,ELH8941
-23.4713304,-46.69447095,JDP0025
-23.8291491,-46.7309029,DZG3374
-23.53541921,-46.62468543,DXU1225
-23.686037,-46.66142727,QOD0592
-23.62110562,-46.50204134,FVV1113
-23.49461075,-46.74844366,EQW2185
-23.5067759,-46.6427339,FQC4820
-23.6381602,-46.75206415,BMA2502
-23.58208366,-46.50034544,DIV0238
-23.58559453,-46.61319132,KSA4480
-23.57745682,-46.49206175,ELE6218
-23.5886211,-46.50690222,COI2081
-23.50612284,-46.71434075,DUC0496
-23.52711793,-46.50862128,FHJ6990
-23.5335176,-46.5425815,GBD7295
-23.56935214,-46.60939894,NMJ9109
-23.59472321,-46.60339569,FAH9152
-23.55305649,-46.4550122,EFW4977
-23.54471369,-46.41044341,HGP0001
-23.51079188,-46.58225639,FLG3645
-23.49971149,-46.60750928,FJV2637
-23.57008844,-46.5342849,KXD7112
-23.5636959,-46.5876114,FMG1014
-23.5891194,-46.61285044,EXI3286
-23.60041312,-46.60405607,GBH5848
-23.50532559,-46.43055931,ETJ1410
-23.57371907,-46.55116177,EEW8318
-23.5994394,-46.61858976,FTQ1490
-23.52779557,-46.46423191,EPC2763
-23.5782339,-46.57731663,OXF1323
-23.5740598,-46.5054704,OPR6199
-23.58276432,-46.52714637,MRI5F57
-23.47488123,-46.60724461,GIZ7582
-23.61988059,-46.75382916,EUW9585
-23.4640254,-46.5984022,GIS5682
-23.6787325,-46.6465749,GIH7426
-23.48907436,-46.50293678,BGD3300
-23.6772946,-46.77422983,CRI0155
-23.5892541,-46.6188141,DGB0483
-23.52409211,-46.70726038,KZZ1906
-23.61144854,-46.47611142,DKS9305
-23.56959925,-46.55180765,GAN4796
-23.50572534,-46.7016644,BGS6063
-23.5196962,-46.4691187,FFS4255
-23.67166033,-46.71035171,CEI6106
-23.5814669,-46.62785329,FHQ1903
-23.58938652,-46.70274996,FJD6416
-23.455101,-46.739236,GFE5138
-23.52411904,-46.64992299,QUT7882
-23.61059025,-46.47350762,FPV8938
-23.59653446,-46.6273998,GEI3940
-23.54693956,-46.53749078,DWP7950
-23.5864001,-46.56097853,ONU6525
-23.55845336,-46.60024621,QBQ2906
-23.5460103,-46.5416377,FQH1040
-23.5937269,-46.5702837,FRC5879
-23.6725593,-46.7015211,EMJ4339
-23.61859459,-46.6950041,CLV2474
-23.55230484,-46.54236598,FTU6864
-23.5300148,-46.5022926,GGV5532
-23.48102541,-46.6702874,CHM2042
-23.60138119,-46.6121783,FEW9756
-23.5097822,-46.66913308,GOL3741
-23.59208721,-46.5018608,GFH6470
-23.51307319,-46.4441706,FZE1918
-23.5985314,-46.6224476,EMU8377
-23.46851423,-46.61067205,EAH3703
-23.5835734,-46.50707374,LOS8204
-23.57404958,-46.56054291,FIV7152
-23.56986674,-46.53564611,EMN8203
-23.41170912,-46.74231577,BFL4113
-23.56350454,-46.68621413,FSF2363
-23.60770092,-46.50963506,FMK3209
-23.6224912,-46.7598284,EUC0945
-23.49921802,-46.60409857,QQE4347
-23.56390208,-46.58840953,PYN0754
-23.51820124,-46.58808868,AVC2475
-23.68826363,-46.68840614,FAD9281
-23.49006607,-46.57652434,GHO0657
-23.56766978,-46.56797618,EKP9408
-23.54727627,-46.5484338,FUK8061
-23.45841276,-46.60861077,FEZ6498
-23.56590093,-46.57281692,DSL8013
-23.5718676,-46.6242412,GEB3086
-23.6303539,-46.4544598,CXC2348
-23.5322378,-46.71928774,FEV0453
-23.63131386,-46.4635466,OVD3186
-23.5603286,-46.7469175,FCM1737
-23.61131208,-46.52298063,DET9146
-23.60009557,-46.62597922,EYM0096
-23.63080689,-46.61472286,DDM8337
-23.55846594,-46.57162459,GFI1206
-23.557066,-46.4863539,FEZ5410
-23.6170423,-46.6727113,DSK6783
-23.4766259,-46.6594019,PVY7085
-23.5206001,-46.418958,BUH8500
-23.49906251,-46.60469616,QPG3652
-23.59422,-46.6295566,GAF0321
-23.6065304,-46.5079841,FMZ1799
-23.49106234,-46.57646876,FZJ1254
-23.4545587,-46.7082227,FZZ4616
-23.4538953,-46.737552,CMR1474
-23.60329195,-46.64770743,DMW0872
-23.62735488,-46.58597958,KQR7197
-23.678387,-46.6963328,FWM6771
-23.56068966,-46.48255116,PZR4321
-23.50733496,-46.36721142,CRQ1975
-23.60902586,-46.53141664,DVM9837
-23.6019711,-46.51725886,FRJ1048
-23.598463,-46.50943914,FMS0301
-23.56853441,-46.51672308,BOT2346
-23.6204469,-46.4545958,DOL5099
-23.53982197,-46.68460593,FGB0827
-23.5689957,-46.6231865,FKE1589
-23.52284493,-46.61426385,FSV1409
-23.5099273,-46.6264349,EZH2943
-23.48897027,-46.7382189,EUP8815
-23.49110812,-46.44705582,GJS4024
-23.48310267,-46.6616268,EKR3054
-23.4075634,-46.7583697,CIS8077
-23.54556139,-46.44145062,FBI6468
-23.47175626,-46.68319825,CDC3028
-23.51166898,-46.44214131,DDA6520
-23.5307454,-46.5311826,BAI2130
-23.6277025,-46.7476898,BMB7580
-23.59502712,-46.42891138,ADS7826
-23.4572857,-46.57733186,CEB9576
-23.51006638,-46.46228109,OXE0911
-23.53985591,-46.42623981,FSI1313
-23.61145808,-46.63407031,PUB2355
-23.60163861,-46.54770036,QQC7904
-23.51852118,-46.40166608,DCH7460
-23.5365918,-46.6856869,FTV6376
-23.60190067,-46.59224764,PWR4981
-23.55536958,-46.5668634,EBY3823
-23.53345603,-46.54419004,FJZ0479
-23.6637964,-46.661258,DZG2029
-23.53952927,-46.69267061,FLA3A34
-23.5548169,-46.5270607,DSL0987
-23.49347983,-46.56900518,FEG8905
-23.7029839,-46.62487545,DUI8534
-23.5263323,-46.5428093,CDE2237
-23.70444108,-46.68625248,CMN5910
-23.621411,-46.4304874,GBU1F67
-23.59869105,-46.62720749,FMO8425
-23.55857415,-46.44575266,EVH8139
-23.54122825,-46.43270153,AZO9334
-23.4768913,-46.579387,FLZ9965
-23.48159437,-46.58759811,EMR0264
-23.75952643,-46.70204377,FAX2567
-23.61064291,-46.61292235,CJM3759
-23.58125442,-46.53073409,FFG2805
-23.55841204,-46.50563245,DEM2313
-23.48054429,-46.58531108,CGM9531
-23.51030064,-46.65160625,FFB2693
